sku_id,date,qty,is_top5,sku_name
SKU_006,2025-09-01,688,True,米
SKU_006,2025-10-01,851,True,米
SKU_006,2025-11-01,1831,True,米
SKU_006,2025-12-01,881,True,米
SKU_007,2023-01-01,326,False,可樂
SKU_007,2023-02-01,342,False,可樂
SKU_007,2023-03-01,335,False,可樂
SKU_007,2023-04-01,352,False,可樂
SKU_007,2023-05-01,419,False,可樂
SKU_007,2023-06-01,293,False,可樂
SKU_007,2023-07-01,370,False,可樂
SKU_007,2023-08-01,301,False,可樂
SKU_007,2023-09-01,335,False,可樂
SKU_007,2023-10-01,522,False,可樂
SKU_007,2023-11-01,666,False,可樂
SKU_007,2023-12-01,457,False,可樂
SKU_007,2024-01-01,328,False,可樂
SKU_007,2024-02-01,370,False,可樂
SKU_007,2024-03-01,328,False,可樂
SKU_007,2024-04-01,356,False,可樂
SKU_007,2024-05-01,351,False,可樂
SKU_007,2024-06-01,330,False,可樂
SKU_007,2024-07-01,414,False,可樂
SKU_007,2024-08-01,369,False,可樂
SKU_007,2024-09-01,289,False,可樂
SKU_007,2024-10-01,495,False,可樂
SKU_007,2024-11-01,645,False,可樂
SKU_007,2024-12-01,515,False,可樂
SKU_007,2025-01-01,326,False,可樂
SKU_007,2025-02-01,346,False,可樂
SKU_007,2025-03-01,365,False,可樂
SKU_007,2025-04-01,375,False,可樂
SKU_007,2025-05-01,313,False,可樂
SKU_007,2025-06-01,339,False,可樂
SKU_007,2025-07-01,335,False,可樂
SKU_007,2025-08-01,330,False,可樂
SKU_007,2025-09-01,402,False,可樂
SKU_007,2025-10-01,502,False,可樂
SKU_007,2025-11-01,627,False,可樂
SKU_007,2025-12-01,517,False,可樂
SKU_008,2023-01-01,716,False,醬油
SKU_008,2023-02-01,654,False,醬油
SKU_008,2023-03-01,511,False,醬油
SKU_008,2023-04-01,565,False,醬油
SKU_008,2023-05-01,659,False,醬油
SKU_008,2023-06-01,548,False,醬油
SKU_008,2023-07-01,609,False,醬油
SKU_008,2023-08-01,624,False,醬油
SKU_008,2023-09-01,528,False,醬油
SKU_008,2023-10-01,660,False,醬油
SKU_008,2023-11-01,1057,False,醬油
SKU_008,2023-12-01,601,False,醬油
SKU_008,2024-01-01,556,False,醬油
SKU_008,2024-02-01,498,False,醬油
SKU_008,2024-03-01,654,False,醬油
SKU_008,2024-04-01,484,False,醬油
SKU_008,2024-05-01,536,False,醬油
SKU_008,2024-06-01,565,False,醬油
SKU_008,2024-07-01,634,False,醬油
SKU_008,2024-08-01,474,False,醬油
SKU_008,2024-09-01,614,False,醬油
SKU_008,2024-10-01,631,False,醬油
SKU_008,2024-11-01,1120,False,醬油
SKU_008,2024-12-01,650,False,醬油
SKU_008,2025-01-01,552,False,醬油
SKU_008,2025-02-01,506,False,醬油
SKU_008,2025-03-01,540,False,醬油
SKU_008,2025-04-01,513,False,醬油
SKU_008,2025-05-01,538,False,醬油
SKU_008,2025-06-01,566,False,醬油
SKU_008,2025-07-01,615,False,醬油
SKU_008,2025-08-01,457,False,醬油
SKU_008,2025-09-01,640,False,醬油
SKU_008,2025-10-01,491,False,醬油
SKU_008,2025-11-01,1107,False,醬油
SKU_008,2025-12-01,626,False,醬油
SKU_009,2023-01-01,309,False,礦泉水
SKU_009,2023-02-01,284,False,礦泉水
SKU_009,2023-03-01,306,False,礦泉水
SKU_009,2023-04-01,303,False,礦泉水
SKU_009,2023-05-01,306,False,礦泉水
SKU_009,2023-06-01,364,False,礦泉水
SKU_009,2023-07-01,354,False,礦泉水
SKU_009,2023-08-01,325,False,礦泉水
SKU_009,2023-09-01,388,False,礦泉水
SKU_009,2023-10-01,412,False,礦泉水
SKU_009,2023-11-01,737,False,礦泉水
SKU_009,2023-12-01,441,False,礦泉水
SKU_009,2024-01-01,360,False,礦泉水
SKU_009,2024-02-01,379,False,礦泉水
SKU_009,2024-03-01,433,False,礦泉水
SKU_009,2024-04-01,437,False,礦泉水
SKU_009,2024-05-01,424,False,礦泉水
SKU_009,2024-06-01,439,False,礦泉水
SKU_009,2024-07-01,489,False,礦泉水
SKU_009,2024-08-01,433,False,礦泉水
SKU_009,2024-09-01,483,False,礦泉水
SKU_009,2024-10-01,515,False,礦泉水
SKU_009,2024-11-01,914,False,礦泉水
SKU_009,2024-12-01,584,False,礦泉水
SKU_009,2025-01-01,535,False,礦泉水
SKU_009,2025-02-01,546,False,礦泉水
SKU_009,2025-03-01,575,False,礦泉水
SKU_009,2025-04-01,542,False,礦泉水
SKU_009,2025-05-01,577,False,礦泉水
SKU_009,2025-06-01,554,False,礦泉水
SKU_009,2025-07-01,589,False,礦泉水
SKU_009,2025-08-01,586,False,礦泉水
SKU_009,2025-09-01,607,False,礦泉水
SKU_009,2025-10-01,699,False,礦泉水
SKU_009,2025-11-01,1170,False,礦泉水
SKU_009,2025-12-01,782,False,礦泉水
SKU_010,2023-01-01,404,False,寶特瓶飲料
SKU_010,2023-02-01,396,False,寶特瓶飲料
SKU_010,2023-03-01,504,False,寶特瓶飲料
SKU_010,2023-04-01,488,False,寶特瓶飲料
SKU_010,2023-05-01,482,False,寶特瓶飲料
SKU_010,2023-06-01,483,False,寶特瓶飲料
SKU_010,2023-07-01,456,False,寶特瓶飲料
SKU_010,2023-08-01,417,False,寶特瓶飲料
SKU_010,2023-09-01,462,False,寶特瓶飲料
SKU_010,2023-10-01,521,False,寶特瓶飲料
SKU_010,2023-11-01,1150,False,寶特瓶飲料
SKU_010,2023-12-01,548,False,寶特瓶飲料
SKU_010,2024-01-01,426,False,寶特瓶飲料
SKU_010,2024-02-01,450,False,寶特瓶飲料
SKU_010,2024-03-01,484,False,寶特瓶飲料
SKU_010,2024-04-01,441,False,寶特瓶飲料
SKU_010,2024-05-01,431,False,寶特瓶飲料
SKU_010,2024-06-01,480,False,寶特瓶飲料
SKU_010,2024-07-01,481,False,寶特瓶飲料
SKU_010,2024-08-01,448,False,寶特瓶飲料
SKU_010,2024-09-01,451,False,寶特瓶飲料
SKU_010,2024-10-01,579,False,寶特瓶飲料
SKU_010,2024-11-01,1074,False,寶特瓶飲料
SKU_010,2024-12-01,508,False,寶特瓶飲料
SKU_010,2025-01-01,445,False,寶特瓶飲料
SKU_010,2025-02-01,468,False,寶特瓶飲料
SKU_010,2025-03-01,493,False,寶特瓶飲料
SKU_010,2025-04-01,547,False,寶特瓶飲料
SKU_010,2025-05-01,520,False,寶特瓶飲料
SKU_010,2025-06-01,476,False,寶特瓶飲料
SKU_010,2025-07-01,483,False,寶特瓶飲料
SKU_010,2025-08-01,440,False,寶特瓶飲料
SKU_010,2025-09-01,486,False,寶特瓶飲料
SKU_010,2025-10-01,572,False,寶特瓶飲料
SKU_010,2025-11-01,1188,False,寶特瓶飲料
SKU_010,2025-12-01,551,False,寶特瓶飲料
