order_id,customer_id,sku_id,sku_name
T00042,C0543,SKU_027,洗髮精
T00043,C0264,SKU_017,蘋果
T00043,C0264,SKU_027,洗髮精
T00044,C0709,SKU_001,尿布
T00044,C0709,SKU_003,啤酒
T00044,C0709,SKU_005,塑膠袋
T00044,C0709,SKU_006,米
T00044,C0709,SKU_007,可樂
T00044,C0709,SKU_008,醬油
T00044,C0709,SKU_013,果醬
T00044,C0709,SKU_019,橘子
T00044,C0709,SKU_022,巧克力
T00045,C0592,SKU_002,起司
T00045,C0592,SKU_006,米
T00045,C0592,SKU_007,可樂
T00045,C0592,SKU_020,葡萄
T00045,C0592,SKU_030,SKU_NEW_002
T00046,C0362,SKU_001,尿布
T00046,C0362,SKU_026,牙膏
T00046,C0362,SKU_029,SKU_NEW_001
T00047,C1122,SKU_001,尿布
T00047,C1122,SKU_008,醬油
T00047,C1122,SKU_009,礦泉水
T00047,C1122,SKU_010,寶特瓶飲料
T00047,C1122,SKU_030,SKU_NEW_002
T00048,C0474,SKU_001,尿布
T00048,C0474,SKU_003,啤酒
T00048,C0474,SKU_006,米
T00048,C0474,SKU_008,醬油
T00049,C0409,SKU_007,可樂
T00049,C0409,SKU_009,礦泉水
T00049,C0409,SKU_013,果醬
T00050,C0193,SKU_001,尿布
T00050,C0193,SKU_003,啤酒
T00050,C0193,SKU_029,SKU_NEW_001
T00051,C0666,SKU_001,尿布
T00051,C0666,SKU_003,啤酒
T00051,C0666,SKU_006,米
T00051,C0666,SKU_009,礦泉水
T00051,C0666,SKU_010,寶特瓶飲料
T00051,C0666,SKU_018,香蕉
T00052,C0459,SKU_001,尿布
T00052,C0459,SKU_003,啤酒
T00052,C0459,SKU_010,寶特瓶飲料
T00052,C0459,SKU_011,杯麵
T00052,C0459,SKU_022,巧克力
T00052,C0459,SKU_025,衛生紙
T00053,C0555,SKU_009,礦泉水
T00053,C0555,SKU_014,雪碧
T00053,C0555,SKU_027,洗髮精
T00054,C0353,SKU_001,尿布
T00054,C0353,SKU_008,醬油
T00054,C0353,SKU_014,雪碧
T00054,C0353,SKU_020,葡萄
T00055,C1138,SKU_007,可樂
T00055,C1138,SKU_011,杯麵
T00055,C1138,SKU_024,口香糖
T00056,C1394,SKU_007,可樂
T00057,C0746,SKU_006,米
T00057,C0746,SKU_009,礦泉水
T00058,C0961,SKU_001,尿布
T00058,C0961,SKU_003,啤酒
T00058,C0961,SKU_007,可樂
T00058,C0961,SKU_014,雪碧
T00058,C0961,SKU_022,巧克力
T00059,C1293,SKU_009,礦泉水
T00059,C1293,SKU_021,餅乾
T00059,C1293,SKU_022,巧克力
T00060,C1497,SKU_004,紅酒
T00060,C1497,SKU_012,麵包
T00060,C1497,SKU_016,豆漿
T00061,C0919,SKU_004,紅酒
T00061,C0919,SKU_005,塑膠袋
T00061,C0919,SKU_008,醬油
T00061,C0919,SKU_016,豆漿
T00061,C0919,SKU_027,洗髮精
T00062,C1325,SKU_005,塑膠袋
T00062,C1325,SKU_019,橘子
T00062,C1325,SKU_026,牙膏
T00063,C1360,SKU_006,米
T00063,C1360,SKU_008,醬油
T00063,C1360,SKU_009,礦泉水
T00063,C1360,SKU_020,葡萄
T00064,C1174,SKU_002,起司
T00064,C1174,SKU_004,紅酒
T00064,C1174,SKU_007,可樂
T00065,C0698,SKU_005,塑膠袋
T00065,C0698,SKU_023,洋芋片
T00065,C0698,SKU_029,SKU_NEW_001
T00066,C0117,SKU_002,起司
T00066,C0117,SKU_007,可樂
T00066,C0117,SKU_013,果醬
T00066,C0117,SKU_020,葡萄
T00066,C0117,SKU_025,衛生紙
T00067,C0026,SKU_006,米
T00067,C0026,SKU_008,醬油
T00067,C0026,SKU_010,寶特瓶飲料
T00067,C0026,SKU_011,杯麵
T00067,C0026,SKU_015,牛奶
T00067,C0026,SKU_017,蘋果
T00068,C0720,SKU_001,尿布
T00068,C0720,SKU_003,啤酒
T00068,C0720,SKU_007,可樂
T00068,C0720,SKU_023,洋芋片
T00069,C0741,SKU_004,紅酒
T00069,C0741,SKU_007,可樂
T00069,C0741,SKU_009,礦泉水
T00069,C0741,SKU_010,寶特瓶飲料
T00069,C0741,SKU_018,香蕉
T00069,C0741,SKU_021,餅乾
T00069,C0741,SKU_026,牙膏
T00070,C0619,SKU_003,啤酒
T00070,C0619,SKU_008,醬油
T00070,C0619,SKU_009,礦泉水
T00070,C0619,SKU_012,麵包
T00070,C0619,SKU_018,香蕉
T00071,C0856,SKU_005,塑膠袋
T00071,C0856,SKU_010,寶特瓶飲料
T00071,C0856,SKU_015,牛奶
T00072,C0833,SKU_006,米
T00072,C0833,SKU_007,可樂
T00072,C0833,SKU_008,醬油
T00072,C0833,SKU_009,礦泉水
T00073,C1248,SKU_008,醬油
T00074,C0156,SKU_018,香蕉
T00074,C0156,SKU_021,餅乾
T00074,C0156,SKU_023,洋芋片
T00074,C0156,SKU_029,SKU_NEW_001
T00075,C0333,SKU_001,尿布
T00075,C0333,SKU_003,啤酒
T00075,C0333,SKU_010,寶特瓶飲料
T00075,C0333,SKU_012,麵包
T00075,C0333,SKU_016,豆漿
T00075,C0333,SKU_017,蘋果
T00076,C1177,SKU_009,礦泉水
T00077,C1266,SKU_002,起司
T00077,C1266,SKU_004,紅酒
T00077,C1266,SKU_011,杯麵
T00077,C1266,SKU_014,雪碧
T00077,C1266,SKU_015,牛奶
T00077,C1266,SKU_016,豆漿
T00078,C1493,SKU_001,尿布
T00078,C1493,SKU_003,啤酒
T00078,C1493,SKU_023,洋芋片
T00079,C1302,SKU_005,塑膠袋
T00079,C1302,SKU_008,醬油
T00079,C1302,SKU_014,雪碧
T00079,C1302,SKU_023,洋芋片
T00080,C1325,SKU_008,醬油
T00080,C1325,SKU_010,寶特瓶飲料
T00080,C1325,SKU_024,口香糖
T00081,C0475,SKU_002,起司
T00081,C0475,SKU_004,紅酒
T00082,C0612,SKU_005,塑膠袋
T00082,C0612,SKU_009,礦泉水
T00082,C0612,SKU_010,寶特瓶飲料
T00082,C0612,SKU_022,巧克力
T00082,C0612,SKU_029,SKU_NEW_001
T00083,C0403,SKU_005,塑膠袋
T00083,C0403,SKU_006,米
T00083,C0403,SKU_007,可樂
T00083,C0403,SKU_008,醬油
T00083,C0403,SKU_012,麵包
T00084,C0911,SKU_002,起司
T00084,C0911,SKU_004,紅酒
T00084,C0911,SKU_014,雪碧
T00084,C0911,SKU_018,香蕉
T00085,C1404,SKU_007,可樂
T00085,C1404,SKU_019,橘子
T00086,C0521,SKU_007,可樂
T00086,C0521,SKU_010,寶特瓶飲料
T00086,C0521,SKU_013,果醬
T00086,C0521,SKU_029,SKU_NEW_001
T00087,C0840,SKU_001,尿布
T00087,C0840,SKU_002,起司
T00087,C0840,SKU_003,啤酒
T00087,C0840,SKU_007,可樂
T00087,C0840,SKU_016,豆漿
T00087,C0840,SKU_018,香蕉
T00087,C0840,SKU_021,餅乾
T00088,C0447,SKU_010,寶特瓶飲料
T00089,C0255,SKU_005,塑膠袋
T00089,C0255,SKU_007,可樂
T00089,C0255,SKU_010,寶特瓶飲料
T00089,C0255,SKU_012,麵包
T00089,C0255,SKU_013,果醬
T00089,C0255,SKU_019,橘子
T00089,C0255,SKU_021,餅乾
T00089,C0255,SKU_025,衛生紙
T00090,C0291,SKU_006,米
T00090,C0291,SKU_007,可樂
T00090,C0291,SKU_008,醬油
T00090,C0291,SKU_009,礦泉水
T00090,C0291,SKU_014,雪碧
T00091,C0083,SKU_004,紅酒
T00091,C0083,SKU_007,可樂
T00091,C0083,SKU_024,口香糖
T00091,C0083,SKU_028,茶包
T00092,C1421,SKU_020,葡萄
T00092,C1421,SKU_027,洗髮精
T00093,C0613,SKU_004,紅酒
T00093,C0613,SKU_006,米
T00093,C0613,SKU_008,醬油
T00093,C0613,SKU_020,葡萄
T00094,C1243,SKU_006,米
T00094,C1243,SKU_008,醬油
T00094,C1243,SKU_018,香蕉
T00094,C1243,SKU_020,葡萄
T00095,C1023,SKU_001,尿布
T00095,C1023,SKU_002,起司
T00095,C1023,SKU_015,牛奶
T00095,C1023,SKU_023,洋芋片
T00096,C0285,SKU_001,尿布
T00096,C0285,SKU_003,啤酒
T00096,C0285,SKU_004,紅酒
T00096,C0285,SKU_026,牙膏
T00097,C0262,SKU_002,起司
T00097,C0262,SKU_019,橘子
T00097,C0262,SKU_024,口香糖
T00097,C0262,SKU_027,洗髮精
T00098,C1205,SKU_001,尿布
T00098,C1205,SKU_003,啤酒
T00098,C1205,SKU_005,塑膠袋
T00098,C1205,SKU_007,可樂
T00098,C1205,SKU_008,醬油
T00098,C1205,SKU_009,礦泉水
T00098,C1205,SKU_019,橘子
T00098,C1205,SKU_029,SKU_NEW_001
T00098,C1205,SKU_030,SKU_NEW_002
T00099,C0398,SKU_011,杯麵
T00099,C0398,SKU_026,牙膏
T00100,C1368,SKU_001,尿布
T00100,C1368,SKU_003,啤酒
T00100,C1368,SKU_006,米
T00100,C1368,SKU_007,可樂
T00100,C1368,SKU_008,醬油
T00100,C1368,SKU_009,礦泉水
T00101,C0205,SKU_007,可樂
T00101,C0205,SKU_009,礦泉水
T00101,C0205,SKU_019,橘子
T00101,C0205,SKU_020,葡萄
T00102,C1017,SKU_005,塑膠袋
T00102,C1017,SKU_006,米
T00102,C1017,SKU_008,醬油
T00102,C1017,SKU_010,寶特瓶飲料
T00102,C1017,SKU_012,麵包
T00103,C1209,SKU_002,起司
T00103,C1209,SKU_004,紅酒
T00103,C1209,SKU_006,米
T00103,C1209,SKU_007,可樂
T00103,C1209,SKU_008,醬油
T00104,C0352,SKU_007,可樂
T00104,C0352,SKU_012,麵包
T00105,C0413,SKU_006,米
T00105,C0413,SKU_008,醬油
T00105,C0413,SKU_010,寶特瓶飲料
T00105,C0413,SKU_024,口香糖
T00105,C0413,SKU_026,牙膏
T00106,C1444,SKU_001,尿布
T00106,C1444,SKU_003,啤酒
T00106,C1444,SKU_018,香蕉
T00106,C1444,SKU_026,牙膏
T00107,C0398,SKU_008,醬油
T00107,C0398,SKU_013,果醬
T00108,C0653,SKU_004,紅酒
T00108,C0653,SKU_005,塑膠袋
T00108,C0653,SKU_022,巧克力
T00108,C0653,SKU_027,洗髮精
T00109,C0658,SKU_001,尿布
T00109,C0658,SKU_005,塑膠袋
T00109,C0658,SKU_013,果醬
T00109,C0658,SKU_024,口香糖
T00110,C0379,SKU_002,起司
T00110,C0379,SKU_004,紅酒
T00110,C0379,SKU_007,可樂
T00110,C0379,SKU_021,餅乾
T00111,C1152,SKU_001,尿布
T00111,C1152,SKU_014,雪碧
T00112,C1147,SKU_001,尿布
T00112,C1147,SKU_009,礦泉水
T00112,C1147,SKU_010,寶特瓶飲料
T00112,C1147,SKU_016,豆漿
T00113,C0572,SKU_024,口香糖
T00114,C1245,SKU_004,紅酒
T00114,C1245,SKU_008,醬油
T00114,C1245,SKU_009,礦泉水
T00114,C1245,SKU_012,麵包
T00114,C1245,SKU_015,牛奶
T00114,C1245,SKU_020,葡萄
T00115,C0314,SKU_019,橘子
T00115,C0314,SKU_023,洋芋片
T00115,C0314,SKU_027,洗髮精
T00116,C0008,SKU_001,尿布
T00116,C0008,SKU_006,米
T00116,C0008,SKU_016,豆漿
T00116,C0008,SKU_028,茶包
T00117,C0861,SKU_001,尿布
T00117,C0861,SKU_003,啤酒
T00117,C0861,SKU_006,米
T00117,C0861,SKU_008,醬油
T00118,C1493,SKU_016,豆漿
T00119,C0053,SKU_015,牛奶
T00119,C0053,SKU_017,蘋果
T00119,C0053,SKU_025,衛生紙
T00120,C0309,SKU_002,起司
T00120,C0309,SKU_004,紅酒
T00120,C0309,SKU_014,雪碧
T00120,C0309,SKU_026,牙膏
T00121,C0779,SKU_006,米
T00121,C0779,SKU_008,醬油
T00121,C0779,SKU_009,礦泉水
T00121,C0779,SKU_018,香蕉
T00121,C0779,SKU_024,口香糖
T00121,C0779,SKU_030,SKU_NEW_002
T00122,C1203,SKU_002,起司
T00122,C1203,SKU_004,紅酒
T00122,C1203,SKU_010,寶特瓶飲料
T00122,C1203,SKU_020,葡萄
T00123,C0127,SKU_001,尿布
T00123,C0127,SKU_004,紅酒
T00123,C0127,SKU_006,米
T00123,C0127,SKU_009,礦泉水
T00123,C0127,SKU_027,洗髮精
T00124,C0601,SKU_001,尿布
T00124,C0601,SKU_003,啤酒
T00124,C0601,SKU_005,塑膠袋
T00124,C0601,SKU_008,醬油
T00124,C0601,SKU_014,雪碧
T00124,C0601,SKU_020,葡萄
T00125,C1117,SKU_007,可樂
T00125,C1117,SKU_009,礦泉水
T00125,C1117,SKU_016,豆漿
T00125,C1117,SKU_018,香蕉
T00125,C1117,SKU_026,牙膏
T00126,C0557,SKU_001,尿布
T00126,C0557,SKU_010,寶特瓶飲料
T00126,C0557,SKU_018,香蕉
T00127,C0279,SKU_002,起司
T00127,C0279,SKU_004,紅酒
T00127,C0279,SKU_022,巧克力
T00128,C0292,SKU_005,塑膠袋
T00128,C0292,SKU_010,寶特瓶飲料
T00129,C0622,SKU_002,起司
T00129,C0622,SKU_004,紅酒
T00129,C0622,SKU_005,塑膠袋
T00129,C0622,SKU_007,可樂
T00129,C0622,SKU_023,洋芋片
T00129,C0622,SKU_029,SKU_NEW_001
T00130,C0722,SKU_002,起司
T00130,C0722,SKU_004,紅酒
T00130,C0722,SKU_010,寶特瓶飲料
T00130,C0722,SKU_011,杯麵
T00130,C0722,SKU_020,葡萄
T00130,C0722,SKU_029,SKU_NEW_001
T00131,C1284,SKU_001,尿布
T00131,C1284,SKU_002,起司
T00131,C1284,SKU_009,礦泉水
T00131,C1284,SKU_017,蘋果
T00131,C1284,SKU_020,葡萄
T00131,C1284,SKU_021,餅乾
T00131,C1284,SKU_022,巧克力
T00132,C0959,SKU_005,塑膠袋
T00132,C0959,SKU_010,寶特瓶飲料
T00133,C1041,SKU_001,尿布
T00133,C1041,SKU_002,起司
T00133,C1041,SKU_004,紅酒
T00133,C1041,SKU_006,米
T00133,C1041,SKU_008,醬油
T00133,C1041,SKU_010,寶特瓶飲料
T00133,C1041,SKU_011,杯麵
T00134,C1474,SKU_001,尿布
T00134,C1474,SKU_003,啤酒
T00134,C1474,SKU_009,礦泉水
T00134,C1474,SKU_018,香蕉
T00134,C1474,SKU_028,茶包
T00134,C1474,SKU_030,SKU_NEW_002
T00135,C0625,SKU_005,塑膠袋
T00135,C0625,SKU_011,杯麵
T00136,C0613,SKU_001,尿布
T00136,C0613,SKU_004,紅酒
T00136,C0613,SKU_007,可樂
T00136,C0613,SKU_009,礦泉水
T00136,C0613,SKU_024,口香糖
T00137,C1385,SKU_002,起司
T00137,C1385,SKU_004,紅酒
T00137,C1385,SKU_018,香蕉
T00137,C1385,SKU_029,SKU_NEW_001
T00138,C0369,SKU_007,可樂
T00138,C0369,SKU_009,礦泉水
T00138,C0369,SKU_010,寶特瓶飲料
T00138,C0369,SKU_011,杯麵
T00138,C0369,SKU_019,橘子
T00139,C1097,SKU_002,起司
T00139,C1097,SKU_016,豆漿
T00140,C1126,SKU_019,橘子
T00140,C1126,SKU_027,洗髮精
T00141,C0140,SKU_003,啤酒
T00141,C0140,SKU_010,寶特瓶飲料
T00141,C0140,SKU_018,香蕉
T00142,C0709,SKU_009,礦泉水
T00142,C0709,SKU_015,牛奶
T00142,C0709,SKU_027,洗髮精
T00142,C0709,SKU_028,茶包
T00142,C0709,SKU_030,SKU_NEW_002
T00143,C0300,SKU_002,起司
T00143,C0300,SKU_004,紅酒
T00143,C0300,SKU_024,口香糖
T00144,C0275,SKU_001,尿布
T00144,C0275,SKU_003,啤酒
T00144,C0275,SKU_004,紅酒
T00145,C0703,SKU_001,尿布
T00145,C0703,SKU_021,餅乾
T00145,C0703,SKU_027,洗髮精
T00145,C0703,SKU_028,茶包
T00146,C0436,SKU_001,尿布
T00146,C0436,SKU_003,啤酒
T00146,C0436,SKU_005,塑膠袋
T00146,C0436,SKU_010,寶特瓶飲料
T00146,C0436,SKU_016,豆漿
T00146,C0436,SKU_024,口香糖
T00146,C0436,SKU_027,洗髮精
T00146,C0436,SKU_028,茶包
T00147,C1182,SKU_001,尿布
T00147,C1182,SKU_002,起司
T00147,C1182,SKU_004,紅酒
T00147,C1182,SKU_006,米
T00147,C1182,SKU_007,可樂
T00147,C1182,SKU_030,SKU_NEW_002
T00148,C1358,SKU_002,起司
T00148,C1358,SKU_004,紅酒
T00148,C1358,SKU_007,可樂
T00148,C1358,SKU_013,果醬
T00148,C1358,SKU_017,蘋果
T00148,C1358,SKU_030,SKU_NEW_002
T00149,C1192,SKU_003,啤酒
T00149,C1192,SKU_016,豆漿
T00149,C1192,SKU_029,SKU_NEW_001
T00150,C0400,SKU_004,紅酒
T00150,C0400,SKU_012,麵包
T00150,C0400,SKU_016,豆漿
T00150,C0400,SKU_018,香蕉
T00150,C0400,SKU_023,洋芋片
T00151,C0410,SKU_004,紅酒
T00151,C0410,SKU_023,洋芋片
T00151,C0410,SKU_024,口香糖
T00152,C0381,SKU_004,紅酒
T00152,C0381,SKU_007,可樂
T00152,C0381,SKU_016,豆漿
T00152,C0381,SKU_024,口香糖
T00153,C0197,SKU_006,米
T00153,C0197,SKU_008,醬油
T00153,C0197,SKU_009,礦泉水
T00153,C0197,SKU_028,茶包
T00153,C0197,SKU_030,SKU_NEW_002
T00154,C1412,SKU_030,SKU_NEW_002
T00155,C0612,SKU_007,可樂
T00155,C0612,SKU_011,杯麵
T00155,C0612,SKU_016,豆漿
T00156,C0332,SKU_001,尿布
T00156,C0332,SKU_003,啤酒
T00156,C0332,SKU_006,米
T00156,C0332,SKU_008,醬油
T00157,C1264,SKU_005,塑膠袋
T00157,C1264,SKU_023,洋芋片
T00158,C0606,SKU_001,尿布
T00158,C0606,SKU_003,啤酒
T00158,C0606,SKU_005,塑膠袋
T00158,C0606,SKU_006,米
T00158,C0606,SKU_023,洋芋片
T00158,C0606,SKU_025,衛生紙
T00158,C0606,SKU_028,茶包
T00159,C0050,SKU_005,塑膠袋
T00159,C0050,SKU_019,橘子
T00159,C0050,SKU_028,茶包
T00160,C0243,SKU_001,尿布
T00160,C0243,SKU_003,啤酒
T00160,C0243,SKU_004,紅酒
T00160,C0243,SKU_006,米
T00160,C0243,SKU_008,醬油
T00160,C0243,SKU_010,寶特瓶飲料
T00160,C0243,SKU_019,橘子
T00160,C0243,SKU_022,巧克力
T00160,C0243,SKU_023,洋芋片
T00161,C0955,SKU_002,起司
T00161,C0955,SKU_004,紅酒
T00161,C0955,SKU_011,杯麵
T00161,C0955,SKU_017,蘋果
T00162,C1162,SKU_007,可樂
T00162,C1162,SKU_010,寶特瓶飲料
T00162,C1162,SKU_013,果醬
T00162,C1162,SKU_014,雪碧
T00163,C0311,SKU_006,米
T00163,C0311,SKU_011,杯麵
T00164,C1375,SKU_003,啤酒
T00164,C1375,SKU_006,米
T00164,C1375,SKU_008,醬油
T00164,C1375,SKU_009,礦泉水
T00164,C1375,SKU_013,果醬
T00164,C1375,SKU_016,豆漿
T00165,C1269,SKU_004,紅酒
T00165,C1269,SKU_005,塑膠袋
T00166,C1266,SKU_024,口香糖
T00166,C1266,SKU_030,SKU_NEW_002
T00167,C0338,SKU_009,礦泉水
T00167,C0338,SKU_012,麵包
T00168,C0072,SKU_004,紅酒
T00168,C0072,SKU_005,塑膠袋
T00168,C0072,SKU_007,可樂
T00168,C0072,SKU_009,礦泉水
T00168,C0072,SKU_016,豆漿
T00169,C1293,SKU_007,可樂
T00169,C1293,SKU_008,醬油
T00169,C1293,SKU_021,餅乾
T00169,C1293,SKU_023,洋芋片
T00169,C1293,SKU_028,茶包
T00170,C0462,SKU_003,啤酒
T00170,C0462,SKU_005,塑膠袋
T00170,C0462,SKU_007,可樂
T00170,C0462,SKU_017,蘋果
T00170,C0462,SKU_019,橘子
T00171,C0926,SKU_005,塑膠袋
T00171,C0926,SKU_024,口香糖
T00171,C0926,SKU_025,衛生紙
T00171,C0926,SKU_026,牙膏
T00172,C1133,SKU_010,寶特瓶飲料
T00172,C1133,SKU_025,衛生紙
T00173,C0188,SKU_004,紅酒
T00173,C0188,SKU_025,衛生紙
T00174,C1158,SKU_006,米
T00174,C1158,SKU_008,醬油
T00174,C1158,SKU_014,雪碧
T00175,C1403,SKU_004,紅酒
T00175,C1403,SKU_008,醬油
T00175,C1403,SKU_015,牛奶
T00175,C1403,SKU_017,蘋果
T00176,C1096,SKU_001,尿布
T00176,C1096,SKU_006,米
T00176,C1096,SKU_008,醬油
T00176,C1096,SKU_009,礦泉水
T00176,C1096,SKU_010,寶特瓶飲料
T00176,C1096,SKU_027,洗髮精
T00177,C0668,SKU_003,啤酒
T00178,C1307,SKU_003,啤酒
T00178,C1307,SKU_009,礦泉水
T00178,C1307,SKU_014,雪碧
T00178,C1307,SKU_019,橘子
T00178,C1307,SKU_022,巧克力
T00179,C0790,SKU_022,巧克力
T00179,C0790,SKU_023,洋芋片
T00180,C1114,SKU_006,米
T00180,C1114,SKU_012,麵包
T00180,C1114,SKU_018,香蕉
T00180,C1114,SKU_022,巧克力
T00180,C1114,SKU_028,茶包
T00181,C1222,SKU_009,礦泉水
